"ticket_no","name","ticket_title","description_plain","comments","solution"
T030128,,Canteen Machine need to configure - Udaipur SIte,"Dear Team, As our canteen machine is not working properly , we have changed the machine , kindly configure this machine at the earliest . I.P address given below: 192.168.121.236","We have updated the firmware and changed the MAC address of the device. After the device came online, we verified its functionality with the user, and the punch was successfully recorded.","We have updated the firmware and changed the MAC address of the device. After the device came online, we verified its functionality with the user, and the punch was successfully recorded."
T030129,iApp,New Finger adding ,New Finger adding ,we will connect to them on 11:45 ,
T030129,iApp,New Finger adding ,New Finger adding ,they will call once client is ready,
T030129,iApp,New Finger adding ,New Finger adding ,"We will connect at 4 pm today
",
T030129,iApp,New Finger adding ,New Finger adding ,"We have guided them to add a finger, but it was showing image not found. We checked configuration of software and device, which was fine. Also, we have tried restarting device. Sometimes sensor is scanning finger to 85%. After observing results of different testing, i advised them that image not found means the scanner is not able to scan the fingerprint due to maybe wrong finger placement. ticket will be hold till monday if no update recevied we will close the ticket ",
T030129,iApp,New Finger adding ,New Finger adding ,under observation,
T030129,iApp,New Finger adding ,New Finger adding ,"According to the client, they will do a meeting with Prakash Sir regarding issue they are facing .",
T030129,iApp,New Finger adding ,New Finger adding ,"9156414827 - yash",
T030129,iApp,New Finger adding ,New Finger adding ,"As discussed with Yash, schedule on tomorrow.",
T030129,iApp,New Finger adding ,New Finger adding ,"As discussed with Yash, schedule on second half.",
T030129,iApp,New Finger adding ,New Finger adding ,"As discussed, the users have registered all fingers through the software. However, access is only granted using the index finger. We have advised them that while the software allows registration of all fingers, access will only be granted through the specific finger that is mandatory to register for authentication.

Additionally, they are encountering a ""finger not good"" error. To resolve this, we recommended properly registering the finger. If the issue persists, we have suggested sharing the finger parameters from all devices for further analysis.",
T030129,iApp,New Finger adding ,New Finger adding ,"As discussed with Mr. Yash, kindly share the finger parameters for verification.

Additionally, please note that while the software permits registration of multiple fingers, access will be granted only through the specific finger that is designated as mandatory for authentication.",
T030129,iApp,New Finger adding ,New Finger adding ,"As you have been encountering the ""image not good"" issue during fingerprint registration. Upon reviewing the fingerprint parameters across all devices with our technical team, it was determined that these parameters were set to a higher level to prevent cross-punching.


For achieving 100% accuracy and reliable 1:1 fingerprint scanning, we recommend advising the client to use the Card+Finger mode.


To address the current issue, we propose adjusting the image quality setting from Strongest to Moderate. This change is expected to resolve the registration problem; however, please be aware that it may slightly increase the risk of cross-punching.


Please note that every new version we release includes process improvements and enhanced accuracy. The issue faced by the client is related to hardware parameter settings and is not caused by the version update.",
T030130,iApp,Employee bifurcatio,Employee bifurcation in two separate biometric machines,As we checked they were using Arswin net. As per remote we guided them to separate the access for onroll employee and contract employee.,As we checked they were using Arswin net. As per remote we guided them to separate the access for onroll employee and contract employee.
T030131,,Employee bifurcation in two separate biometric machines,"Hello support Please help in this. 2 biometric devices installed, wanted to separate them for different employees like one for Direct employees and one for indirect employees.Kindly help in separatingthem. Client DetailsClient Company Name*HITACHI ASTEMO HARYANA PRIVATE LIMITED Site Address **Plot No.32-35, Japanese Industrial TownshipVasanthanarsapura,Phase-3,Industrial Area,Sangenahalli Village,Tumkur,Kamataka-572138, Land Line Number Contact Person Name*Prasad Ratan Contact Number*70198-65190 Contact email* AMC / Warranty / No Coverageprasad.ratan.kx@hitachiastemo.com Thanks With RegardsVinod Banshi Operant Infotech Private LimitedMobile: +91 9810634448 | Tel: 0120 3114045/46www.operant.in",Duplicate ticket T030130.,Duplicate ticket T030130.
T030132,,Device sound beep volume low (SEZ-1),Thank you for your support. Request you to share your feedback and rate our services offered by clicking the feedback link below.,"You can increase the device volume directly from the device. Please follow the steps below:
1. Unlock the device and go to the Menu.
2. Select the second option, Display and Voice Settings.
3. From there, you can adjust the notification tone and device sound volume as needed.
","You can increase the device volume directly from the device. Please follow the steps below:
1. Unlock the device and go to the Menu.
2. Select the second option, Display and Voice Settings.
3. From there, you can adjust the notification tone and device sound volume as needed.
"
T030133,,"16193-System Error of Sandwich Absent, 03 & 04-Apr-2025","Dear Gaurangbhai Pl resolve Regards Anilkumar Patel Human Resources Amneal Oncology Pvt Ltd Plot No. S-3, S-4, S-5A l TSIIC – SEZ l Vill- Polepally l Mdl – Jadcherla l Dist. – Mahaboobnagar – 509 301 l Telangana l India l Landline - +91 85423 50001 - *115 | Mobile – 9100122876 I","There are no system errors related to the sandwich leave concept. The system is functioning as per the defined policy guidelines. According to the policy, Compensatory Off (COFF) and half-day leaves are not considered under the sandwich leave rule. Please find the specific cases reviewed below:

    Employee Code: 16193
    The employee was present on 30th April and on leave on 2nd May. They also reported to work on 5th May. As per the sandwich leave policy, this case is not eligible, since the employee was not absent for a full day before and after the holiday/weekend. For the sandwich rule to apply, a full day of leave must be taken both before and after the holiday or week off.

    Employee Code: 302905
    The employee applied for a half-day COFF on 21st April. As per the leave policy, COFF is not included under the sandwich leave policy.

    Employee Code: 303654
    The employee applied for a half-day Sick Leave (SL) on 18th April. This is also excluded from the sandwich leave rule due to the nature of the leave being only for half a day.

    Employee Code: 313259
    In this case, a week off exchange was recorded on 2nd May, and a COFF was applied on 5th May. Since COFF does not qualify under the sandwich policy, this scenario is not considered a sandwich case.
","There are no system errors related to the sandwich leave concept. The system is functioning as per the defined policy guidelines. According to the policy, Compensatory Off (COFF) and half-day leaves are not considered under the sandwich leave rule. Please find the specific cases reviewed below:

    Employee Code: 16193
    The employee was present on 30th April and on leave on 2nd May. They also reported to work on 5th May. As per the sandwich leave policy, this case is not eligible, since the employee was not absent for a full day before and after the holiday/weekend. For the sandwich rule to apply, a full day of leave must be taken both before and after the holiday or week off.

    Employee Code: 302905
    The employee applied for a half-day COFF on 21st April. As per the leave policy, COFF is not included under the sandwich leave policy.

    Employee Code: 303654
    The employee applied for a half-day Sick Leave (SL) on 18th April. This is also excluded from the sandwich leave rule due to the nature of the leave being only for half a day.

    Employee Code: 313259
    In this case, a week off exchange was recorded on 2nd May, and a COFF was applied on 5th May. Since COFF does not qualify under the sandwich policy, this scenario is not considered a sandwich case.
"
T030134,,Device offline issue,"Dear Team, We are facing an issue with the i-App; some devices are showing as offline. Kindly check and update. Company Name Plasmagen BioSciences Pvt. Ltd Site Address N0.160,KCI Chambers 2nd floor,5th main road, Chamrajpet,Bengaluru-560018,Karnataka,india Land Line Number 8152350019 Contact Person Name Athisivan P Contact Number 7373732880 Contact email Athisivan.p@plasmagen.in",As per our remote session we changed all conflicted port no to correct port no. ,As per our remote session we changed all conflicted port no to correct port no. 
T030135,,Need support in regards Software storage,"Jignesh Bhai,Data is not download in arswin and comsoftfor your information and needful action pleaseWith Best Regards _________________________________________________________________________________________________________________________Jayesh Soni | Sr. Manager- HR | The India Cements Ltd, Banswara | jayesh.s@indiacements.co.in |---- On Thu, 15 May 2025 13:25:55 +0530 Jignesh Solanki <jignesh@spectra-vision.com> wrote ---Hello Sir,As connected remotely we found that you wanted to delete the ARS Win data from the database.As per your confirmation via email, we guided you through the backup and restoration process of the database.Once the backup was completed, we deleted the database as per the your request and initiated the data download. The download process has started successfully, but it will take some time for the data to be fully fetched.Best","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number 	T029985 for further resolution","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number 	T029985 for further resolution"
T030135,,Need support in regards Software storage,"Jignesh Bhai,Data is not download in arswin and comsoftfor your information and needful action pleaseWith Best Regards _________________________________________________________________________________________________________________________Jayesh Soni | Sr. Manager- HR | The India Cements Ltd, Banswara | jayesh.s@indiacements.co.in |---- On Thu, 15 May 2025 13:25:55 +0530 Jignesh Solanki <jignesh@spectra-vision.com> wrote ---Hello Sir,As connected remotely we found that you wanted to delete the ARS Win data from the database.As per your confirmation via email, we guided you through the backup and restoration process of the database.Once the backup was completed, we deleted the database as per the your request and initiated the data download. The download process has started successfully, but it will take some time for the data to be fully fetched.Best","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number 	T029985 for further resolution","This is a system-generated duplicate ticket; therefore, we are closing it.
Kindly refer to ticket number 	T029985 for further resolution"
T030136,ARSWin-Net,Accutest research Laboratories Pvt Ltd / Vadodara,"Dear Chandramani Ji, Greetings! As per telephonic discussion I'm a new HR in Accutest at Vadodara office. So, can you please arrange the Spectra software training for me. I didn't get the idea about this software. Kindly look in to this and appreciate all your support ASAP. Thanks & Regards Prachi Raj Executive-HR 101 to 113 1st & 201 to 204,Synergy Square Complex, Krishna Industrial Estate,B.I.D.C., Gorwa, Vadodara – 390016. www.accutestindia.com","We attempted to connect with you, but we did not get response from your side.
Please call us or schedule a time on mail for support when you are available.",We have given training for leave module 
T030136,ARSWin-Net,Accutest research Laboratories Pvt Ltd / Vadodara,"Dear Chandramani Ji, Greetings! As per telephonic discussion I'm a new HR in Accutest at Vadodara office. So, can you please arrange the Spectra software training for me. I didn't get the idea about this software. Kindly look in to this and appreciate all your support ASAP. Thanks & Regards Prachi Raj Executive-HR 101 to 113 1st & 201 to 204,Synergy Square Complex, Krishna Industrial Estate,B.I.D.C., Gorwa, Vadodara – 390016. www.accutestindia.com","We attempted to connect with you, but we did not get response from your side.
Please call us or schedule a time on mail for support when you are available.",We have given training for leave module 
T030136,ARSWin-Net,Accutest research Laboratories Pvt Ltd / Vadodara,"Dear Chandramani Ji, Greetings! As per telephonic discussion I'm a new HR in Accutest at Vadodara office. So, can you please arrange the Spectra software training for me. I didn't get the idea about this software. Kindly look in to this and appreciate all your support ASAP. Thanks & Regards Prachi Raj Executive-HR 101 to 113 1st & 201 to 204,Synergy Square Complex, Krishna Industrial Estate,B.I.D.C., Gorwa, Vadodara – 390016. www.accutestindia.com",Forward to Milan Sir.,We have given training for leave module 
T030136,ARSWin-Net,Accutest research Laboratories Pvt Ltd / Vadodara,"Dear Chandramani Ji, Greetings! As per telephonic discussion I'm a new HR in Accutest at Vadodara office. So, can you please arrange the Spectra software training for me. I didn't get the idea about this software. Kindly look in to this and appreciate all your support ASAP. Thanks & Regards Prachi Raj Executive-HR 101 to 113 1st & 201 to 204,Synergy Square Complex, Krishna Industrial Estate,B.I.D.C., Gorwa, Vadodara – 390016. www.accutestindia.com",Forward to Milan Sir.,We have given training for leave module 
T030136,ARSWin-Net,Accutest research Laboratories Pvt Ltd / Vadodara,"Dear Chandramani Ji, Greetings! As per telephonic discussion I'm a new HR in Accutest at Vadodara office. So, can you please arrange the Spectra software training for me. I didn't get the idea about this software. Kindly look in to this and appreciate all your support ASAP. Thanks & Regards Prachi Raj Executive-HR 101 to 113 1st & 201 to 204,Synergy Square Complex, Krishna Industrial Estate,B.I.D.C., Gorwa, Vadodara – 390016. www.accutestindia.com",Ticket Details Changed,We have given training for leave module 
T030136,ARSWin-Net,Accutest research Laboratories Pvt Ltd / Vadodara,"Dear Chandramani Ji, Greetings! As per telephonic discussion I'm a new HR in Accutest at Vadodara office. So, can you please arrange the Spectra software training for me. I didn't get the idea about this software. Kindly look in to this and appreciate all your support ASAP. Thanks & Regards Prachi Raj Executive-HR 101 to 113 1st & 201 to 204,Synergy Square Complex, Krishna Industrial Estate,B.I.D.C., Gorwa, Vadodara – 390016. www.accutestindia.com",We have given training for leave module ,We have given training for leave module 
T030137,iApp,Support required for disabled id activation,"Dear Spectra Team, We kindly seek your support in reactivating a user ID within our Net Access Control software, used for the biometric access system at our location. The ID in question appears to have been deactivated inadvertently, and as a result, the concerned user is currently unable to gain access. We would appreciate it if you could assist us in reactivating this ID at your earliest convenience. Please feel free to reach out to me should you require any further details or clarification regarding this request. Thank you very much in advance for your prompt support.",Forward to Sandip,"Ticket No:T030155
Duplicate ticket."
T030137,iApp,Support required for disabled id activation,"Dear Spectra Team, We kindly seek your support in reactivating a user ID within our Net Access Control software, used for the biometric access system at our location. The ID in question appears to have been deactivated inadvertently, and as a result, the concerned user is currently unable to gain access. We would appreciate it if you could assist us in reactivating this ID at your earliest convenience. Please feel free to reach out to me should you require any further details or clarification regarding this request. Thank you very much in advance for your prompt support.",Ticket Details Changed,"Ticket No:T030155
Duplicate ticket."
T030137,iApp,Support required for disabled id activation,"Dear Spectra Team, We kindly seek your support in reactivating a user ID within our Net Access Control software, used for the biometric access system at our location. The ID in question appears to have been deactivated inadvertently, and as a result, the concerned user is currently unable to gain access. We would appreciate it if you could assist us in reactivating this ID at your earliest convenience. Please feel free to reach out to me should you require any further details or clarification regarding this request. Thank you very much in advance for your prompt support.","Ticket No:T030155
Duplicate ticket.","Ticket No:T030155
Duplicate ticket."
T030139,ARSWin-Net,Unable to add employee in software(License full)),Unable to add employee in software(License full)),Assign to ketul,"As we checked on cardunqiue table employee count showing 502 and license is for 500 user only.
And ARSWin-Net software  user count showing 350 and we removed resigned employee in cardunqiue table and now user able to add employee in software."
T030139,ARSWin-Net,Unable to add employee in software(License full)),Unable to add employee in software(License full)),"As we checked on cardunqiue table employee count showing 502 and license is for 500 user only.
And ARSWin-Net software  user count showing 350 and we removed resigned employee in cardunqiue table and now user able to add employee in software.","As we checked on cardunqiue table employee count showing 502 and license is for 500 user only.
And ARSWin-Net software  user count showing 350 and we removed resigned employee in cardunqiue table and now user able to add employee in software."
T030140,iApp,New joined employees face not working," Kindly check why new joined employees face punch not picked up.
IP- 172.16.0.19",Client will share their contact number . ,WE have reset device and sync user to resolved this issue 
T030140,iApp,New joined employees face not working," Kindly check why new joined employees face punch not picked up.
IP- 172.16.0.19",Client will share their contact number . ,WE have reset device and sync user to resolved this issue 
T030140,iApp,New joined employees face not working," Kindly check why new joined employees face punch not picked up.
IP- 172.16.0.19",Assigned to Milan Sir,WE have reset device and sync user to resolved this issue 
T030140,iApp,New joined employees face not working," Kindly check why new joined employees face punch not picked up.
IP- 172.16.0.19",Assigned to Milan Sir,WE have reset device and sync user to resolved this issue 
T030140,iApp,New joined employees face not working," Kindly check why new joined employees face punch not picked up.
IP- 172.16.0.19",WE have reset device and sync user to resolved this issue ,WE have reset device and sync user to resolved this issue 
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .",Forward to Sandip,
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .","Dear Sir,

As per discussed, kindly share the meeting link at your earliest convenience so that we can connect remotely and check the remaining issues.",
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .",Waiting for remote from client side.,
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .","As per our discussion in the meeting, we have checked employee 4476 who is assigned to the Mumbai location. This employee does not have global access, yet there is a punch recorded from the Bangalore location on May 11. The attendance data is only appearing under “Miscellaneous” in the Bangalore location’s face portal. Also, this employee's face is not uploaded in the face management list of the Bangalore location. Moreover, every time there is a missed punch, a different employee’s face is showing against the punch timings of the Mumbai location.

As discussed, I am sharing the attachment with you.",
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .",Forward to QA Team.,
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .",this case is handle by akansh,
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .", this issue is raise because of  duplicate card is assign to multiple person in data base and  now we have assign this case  to development team ,
T030141,iApp,Issue with Employee Attendance System,"Hi Team,

 

Can someone please take this on priority? The below employees are in the Mumbai office, but their punching shows as per the Bangalore schedule.

 

We have addressed this issue before, but it remains unresolved.

 

Could you please look into this on priority .",this is issue raise because of same card entry  in data base to the  multiple person so we need data base access of client to remove them from the data base,
T030142,BIOT,Device not getting online ,Device not getting online ,"As per the remote session, we observed that the device was initially offline. To resolve this, we attempted to connect it to the Wi-Fi network. However, the device failed to establish a connection. We then tried connecting it to an alternative Wi-Fi network, but encountered an error. Upon further investigation, we found that the issue was caused by the Wi-Fi name exceeding the character limit supported by the device.

To address this, we modified the network name to comply with the character limit. Once the changes were made, the device successfully connected to the Wi-Fi.

Following the successful connection, we attempted to test the live punch feature. However, it displayed a ""No Finger Available"" message. We then navigated to the User tab and noticed that device access had not been assigned to the user. We proceeded to assign the appropriate device access and also guided the client on how to perform this task in the future, explaining its purpose and importance.

After completing these steps, we tested the live punch functionality once again. This time, the punch was successfully reflected in the software. Now the reported issue has been resolved.","As per the remote session, we observed that the device was initially offline. To resolve this, we attempted to connect it to the Wi-Fi network. However, the device failed to establish a connection. We then tried connecting it to an alternative Wi-Fi network, but encountered an error. Upon further investigation, we found that the issue was caused by the Wi-Fi name exceeding the character limit supported by the device.

To address this, we modified the network name to comply with the character limit. Once the changes were made, the device successfully connected to the Wi-Fi.

Following the successful connection, we attempted to test the live punch feature. However, it displayed a ""No Finger Available"" message. We then navigated to the User tab and noticed that device access had not been assigned to the user. We proceeded to assign the appropriate device access and also guided the client on how to perform this task in the future, explaining its purpose and importance.

After completing these steps, we tested the live punch functionality once again. This time, the punch was successfully reflected in the software. Now the reported issue has been resolved."
T030143,,Punch not recognized,URGENT Thank you for your support. Request you to share your feedback and rate our services offered by clicking the feedback link below.,"1. Client reported that employee id 135047 showing required finger when punch on the device and employee disable finger already enable for the employee.
2. I open the exceptions menu and edit the change authentication mode exceptions and add remaining device and save it and command is going successfully now.
3. Now card only access is working fine.","1. Client reported that employee id 135047 showing required finger when punch on the device and employee disable finger already enable for the employee.
2. I open the exceptions menu and edit the change authentication mode exceptions and add remaining device and save it and command is going successfully now.
3. Now card only access is working fine."
T030144,,System Error,"Dear Gaurangbhai Please help to resolve Regards Anilkumar Patel Human Resources Amneal Oncology Pvt Ltd Plot No. S-3, S-4, S-5A l TSIIC – SEZ l Vill- Polepally l Mdl – Jadcherla l Dist. – Mahaboobnagar – 509 301 l Telangana l India l Landline - +91 85423 50001 - *115 | Mobile – 9100122876 I",Client will share me the error message of the fail count .,As discussed with client previously issue has been resolved .
T030144,,System Error,"Dear Gaurangbhai Please help to resolve Regards Anilkumar Patel Human Resources Amneal Oncology Pvt Ltd Plot No. S-3, S-4, S-5A l TSIIC – SEZ l Vill- Polepally l Mdl – Jadcherla l Dist. – Mahaboobnagar – 509 301 l Telangana l India l Landline - +91 85423 50001 - *115 | Mobile – 9100122876 I",Client will share me the error message of the fail count .,As discussed with client previously issue has been resolved .
T030145,,Urgent: Request for Confirmation on Database Migration to OneDrive – TA Associates,"Dear Sir,Greetings from Electromech!!!This is to inform you that our service team will be visiting today at TA Associates office.Our team will call you from the site for support.Request you to please support us .Thanks &",Duplicate ticket number : - T029994,Duplicate ticket number : - T029994
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.",Assign to the respective team member of the QC team.,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.",Dhaval will connect with QC Team..,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.",Dhaval will connect with QC Team..,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.","These issues were identified in our local environment and have been forwarded to the development team for resolution. They are expected to be fixed in the next build, scheduled for 26-05.",We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.",NA,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.","The report issue has been resolved in the latest build, and a few additional pages have also been provided for replacement.",We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.",below comment added by samarth,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030146,iApp,"After saving print slip configuration, data automatically changes.","After saving the print slip configuration, the data automatically changes.",We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030147,iApp,issue in iAPP,issue in iAPP,As confirm by Rithik prakash sir already connected so close this ticket,As confirm by Rithik prakash sir already connected so close this ticket
T030148,iApp,point to check,point to check,I will update the client .,It happened due to first and second half is not define in that specific shift .
T030148,iApp,point to check,point to check,I will update the client .,It happened due to first and second half is not define in that specific shift .
T030149,,Leaves are still clubbed,"Dear Sir, Kindly note leaves are still clubbed which void our leave policy. Attached screen shot for your reference. RegardsJK SharmaP&A Team",we try to connect you on 9852361470 no. but due to some reasons not able to contact you kindly contact at your earliest conviniance so we can address and solve your reported issue,The client kindly confirmed during the remote session that the issue related to the other query has been resolved.
T030149,,Leaves are still clubbed,"Dear Sir, Kindly note leaves are still clubbed which void our leave policy. Attached screen shot for your reference. RegardsJK SharmaP&A Team",we try to connect you on 7977795173  no. but due to some reasons not able to contact you kindly contact at your earliest conviniance so we can address and solve your reported issue,The client kindly confirmed during the remote session that the issue related to the other query has been resolved.
T030150,,Software Error,"Dear Team, Please take remote and resolve this issue as soon as possible employee come to night shift shown absent Best regards, Dharmendra Vaidya Officer - Administration MPS Vadodara Global Production | Production India Email Web Dharmendra.Vaidya@gea.com www.gea.com GEA Process Engineering (India) Pvt. Ltd. Block No. 08, P. O. Dumad, Savli Road, Vadodara, Gujarat, 391740, India Management Board: Chetan Rathi, Suvneet Jain, Raman Singh Register Details: 351257 Follow us on Confidentiality note Data Protection GEA INTERNAL","As per our discussion, we will connect on Monday for further resolution.",
T030150,,Software Error,"Dear Team, Please take remote and resolve this issue as soon as possible employee come to night shift shown absent Best regards, Dharmendra Vaidya Officer - Administration MPS Vadodara Global Production | Production India Email Web Dharmendra.Vaidya@gea.com www.gea.com GEA Process Engineering (India) Pvt. Ltd. Block No. 08, P. O. Dumad, Savli Road, Vadodara, Gujarat, 391740, India Management Board: Chetan Rathi, Suvneet Jain, Raman Singh Register Details: 351257 Follow us on Confidentiality note Data Protection GEA INTERNAL","As per our discussion, we will connect on Monday for further resolution.",
T030150,,Software Error,"Dear Team, Please take remote and resolve this issue as soon as possible employee come to night shift shown absent Best regards, Dharmendra Vaidya Officer - Administration MPS Vadodara Global Production | Production India Email Web Dharmendra.Vaidya@gea.com www.gea.com GEA Process Engineering (India) Pvt. Ltd. Block No. 08, P. O. Dumad, Savli Road, Vadodara, Gujarat, 391740, India Management Board: Chetan Rathi, Suvneet Jain, Raman Singh Register Details: 351257 Follow us on Confidentiality note Data Protection GEA INTERNAL","As discussed, the file transfer is still pending from your end.
Kindly complete the transfer and inform us once it is done.",
T030150,,Software Error,"Dear Team, Please take remote and resolve this issue as soon as possible employee come to night shift shown absent Best regards, Dharmendra Vaidya Officer - Administration MPS Vadodara Global Production | Production India Email Web Dharmendra.Vaidya@gea.com www.gea.com GEA Process Engineering (India) Pvt. Ltd. Block No. 08, P. O. Dumad, Savli Road, Vadodara, Gujarat, 391740, India Management Board: Chetan Rathi, Suvneet Jain, Raman Singh Register Details: 351257 Follow us on Confidentiality note Data Protection GEA INTERNAL","As discussed, the file transfer is still pending from your end.
Kindly complete the transfer and inform us once it is done.",
T030151,,"345002-Sandwich Leave not capturing","Dear Gaurangbhai Pl do needful Regards Anilkumar Patel Human Resources Amneal Oncology Pvt Ltd Plot No. S-3, S-4, S-5A l TSIIC – SEZ l Vill- Polepally l Mdl – Jadcherla l Dist. – Mahaboobnagar – 509 301 l Telangana l India l Landline - +91 85423 50001 - *115 | Mobile – 9100122876 I","As per the current policy, half-day leaves are not considered under the sandwich leave rule. If you would like to enforce a restriction on this, we can certainly create a new policy tailored to your requirements.

However, please note that no changes will be made to the existing policy.","As per the current policy, half-day leaves are not considered under the sandwich leave rule. If you would like to enforce a restriction on this, we can certainly create a new policy tailored to your requirements.

However, please note that no changes will be made to the existing policy."
T030152,iApp,Attendance device access not working ,MMR attendance device lots of employees access is not working and showing access denied error.,"1. The client reported that the MMR attendance device is not working. When employees try to punch in, the device shows ""Access Denied"" and ""Finger Not Found"" errors.
2. I opened the database menu and found that the device was showing as active, but only 158 fingerprints were listed.
3. I initiated the user dump process on the device and waited for it to complete.
4. Once the process was completed, I set the card format, and now the device is working fine.","1. The client reported that the MMR attendance device is not working. When employees try to punch in, the device shows ""Access Denied"" and ""Finger Not Found"" errors.
2. I opened the database menu and found that the device was showing as active, but only 158 fingerprints were listed.
3. I initiated the user dump process on the device and waited for it to complete.
4. Once the process was completed, I set the card format, and now the device is working fine."
T030153,iApp,Need one new field total amount in print slip configuration.,"The client needs one new field, which is the total amount in the print slip configuration; if they select multiple items, they need another field, the total amount, which will be the total of all subsidized amounts.
We have that field in MVC, which is gross amount.",Assign to the respective team member of the QC team.,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030153,iApp,Need one new field total amount in print slip configuration.,"The client needs one new field, which is the total amount in the print slip configuration; if they select multiple items, they need another field, the total amount, which will be the total of all subsidized amounts.
We have that field in MVC, which is gross amount.",Dhaval will connect with QC Team..,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030153,iApp,Need one new field total amount in print slip configuration.,"The client needs one new field, which is the total amount in the print slip configuration; if they select multiple items, they need another field, the total amount, which will be the total of all subsidized amounts.
We have that field in MVC, which is gross amount.","The Gross amount field will be get available in core package once developer fix the issue they are expected to be fixed in the next build, scheduled for 26-05 and subsidized amount  is already present in the field selection",We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030153,iApp,Need one new field total amount in print slip configuration.,"The client needs one new field, which is the total amount in the print slip configuration; if they select multiple items, they need another field, the total amount, which will be the total of all subsidized amounts.
We have that field in MVC, which is gross amount.",NA,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030153,iApp,Need one new field total amount in print slip configuration.,"The client needs one new field, which is the total amount in the print slip configuration; if they select multiple items, they need another field, the total amount, which will be the total of all subsidized amounts.
We have that field in MVC, which is gross amount.","The report issue has been resolved in the latest build, and a few additional pages have also been provided for replacement.: by samarth",We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030153,iApp,Need one new field total amount in print slip configuration.,"The client needs one new field, which is the total amount in the print slip configuration; if they select multiple items, they need another field, the total amount, which will be the total of all subsidized amounts.
We have that field in MVC, which is gross amount.",We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.,We have updated 4.1.106.0 version of iApp and update some pages after that reported issue has been resolved.
T030154,NetXsControl Ent.,Card adding ,Card adding ,client is not available ,"As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
T030154,NetXsControl Ent.,Card adding ,Card adding ,"as client is not available, we will connect on monday","As we have confirmed that reader will accept proxy card , also mailed for quotation to right person , this ticket will be closed, for further new ticket will be assigned for further issue."
